Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
camisa-canada-home-2026,"Camisa Canada Home 2026 | Copa do Mundo","<p>Camisa oficial Camisa Canada Home 2026 | Copa do Mundo. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Selecoes Copa 2026,"copa-2026,selecoes,canada",TRUE,Tamanho,P,CAMISA-CANADA-HOME-2026-P,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-canada-home-2026,,,,,,,,M,CAMISA-CANADA-HOME-2026-M,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-canada-home-2026,,,,,,,,G,CAMISA-CANADA-HOME-2026-G,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-canada-home-2026,,,,,,,,GG,CAMISA-CANADA-HOME-2026-GG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-canada-home-2026,,,,,,,,XGG,CAMISA-CANADA-HOME-2026-XGG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-japao-home-2026,"Camisa Japao Home 2026 | Copa do Mundo","<p>Camisa oficial Camisa Japao Home 2026 | Copa do Mundo. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Selecoes Copa 2026,"copa-2026,selecoes,japao,asia",TRUE,Tamanho,P,CAMISA-JAPAO-HOME-2026-P,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-japao-home-2026,,,,,,,,M,CAMISA-JAPAO-HOME-2026-M,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-japao-home-2026,,,,,,,,G,CAMISA-JAPAO-HOME-2026-G,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-japao-home-2026,,,,,,,,GG,CAMISA-JAPAO-HOME-2026-GG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-japao-home-2026,,,,,,,,XGG,CAMISA-JAPAO-HOME-2026-XGG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-marrocos-home-2026,"Camisa Marrocos Home 2026 | Copa do Mundo","<p>Camisa oficial Camisa Marrocos Home 2026 | Copa do Mundo. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Selecoes Copa 2026,"copa-2026,selecoes,marrocos,africa",TRUE,Tamanho,P,CAMISA-MARROCOS-HOME-2026-P,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-marrocos-home-2026,,,,,,,,M,CAMISA-MARROCOS-HOME-2026-M,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-marrocos-home-2026,,,,,,,,G,CAMISA-MARROCOS-HOME-2026-G,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-marrocos-home-2026,,,,,,,,GG,CAMISA-MARROCOS-HOME-2026-GG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-marrocos-home-2026,,,,,,,,XGG,CAMISA-MARROCOS-HOME-2026-XGG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-senegal-home-2026,"Camisa Senegal Home 2026 | Copa do Mundo","<p>Camisa oficial Camisa Senegal Home 2026 | Copa do Mundo. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Selecoes Copa 2026,"copa-2026,selecoes,senegal,africa",TRUE,Tamanho,P,CAMISA-SENEGAL-HOME-2026-P,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-senegal-home-2026,,,,,,,,M,CAMISA-SENEGAL-HOME-2026-M,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-senegal-home-2026,,,,,,,,G,CAMISA-SENEGAL-HOME-2026-G,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-senegal-home-2026,,,,,,,,GG,CAMISA-SENEGAL-HOME-2026-GG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-senegal-home-2026,,,,,,,,XGG,CAMISA-SENEGAL-HOME-2026-XGG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-nigeria-home-2026,"Camisa Nigeria Home 2026 | Copa do Mundo","<p>Camisa oficial Camisa Nigeria Home 2026 | Copa do Mundo. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Selecoes Copa 2026,"copa-2026,selecoes,nigeria,africa",TRUE,Tamanho,P,CAMISA-NIGERIA-HOME-2026-P,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-nigeria-home-2026,,,,,,,,M,CAMISA-NIGERIA-HOME-2026-M,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-nigeria-home-2026,,,,,,,,G,CAMISA-NIGERIA-HOME-2026-G,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-nigeria-home-2026,,,,,,,,GG,CAMISA-NIGERIA-HOME-2026-GG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-nigeria-home-2026,,,,,,,,XGG,CAMISA-NIGERIA-HOME-2026-XGG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-venezuela-home-2026,"Camisa Venezuela Home 2026 | Copa do Mundo","<p>Camisa oficial Camisa Venezuela Home 2026 | Copa do Mundo. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Selecoes Copa 2026,"copa-2026,selecoes,venezuela,america-do-sul",TRUE,Tamanho,P,CAMISA-VENEZUELA-HOME-2026-P,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-venezuela-home-2026,,,,,,,,M,CAMISA-VENEZUELA-HOME-2026-M,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-venezuela-home-2026,,,,,,,,G,CAMISA-VENEZUELA-HOME-2026-G,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-venezuela-home-2026,,,,,,,,GG,CAMISA-VENEZUELA-HOME-2026-GG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-venezuela-home-2026,,,,,,,,XGG,CAMISA-VENEZUELA-HOME-2026-XGG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-equador-home-2026,"Camisa Equador Home 2026 | Copa do Mundo","<p>Camisa oficial Camisa Equador Home 2026 | Copa do Mundo. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Selecoes Copa 2026,"copa-2026,selecoes,equador,america-do-sul",TRUE,Tamanho,P,CAMISA-EQUADOR-HOME-2026-P,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-equador-home-2026,,,,,,,,M,CAMISA-EQUADOR-HOME-2026-M,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-equador-home-2026,,,,,,,,G,CAMISA-EQUADOR-HOME-2026-G,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-equador-home-2026,,,,,,,,GG,CAMISA-EQUADOR-HOME-2026-GG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-equador-home-2026,,,,,,,,XGG,CAMISA-EQUADOR-HOME-2026-XGG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-chile-home-2026,"Camisa Chile Home 2026 | Copa do Mundo","<p>Camisa oficial Camisa Chile Home 2026 | Copa do Mundo. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Selecoes Copa 2026,"copa-2026,selecoes,chile,america-do-sul",TRUE,Tamanho,P,CAMISA-CHILE-HOME-2026-P,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-chile-home-2026,,,,,,,,M,CAMISA-CHILE-HOME-2026-M,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-chile-home-2026,,,,,,,,G,CAMISA-CHILE-HOME-2026-G,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-chile-home-2026,,,,,,,,GG,CAMISA-CHILE-HOME-2026-GG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-chile-home-2026,,,,,,,,XGG,CAMISA-CHILE-HOME-2026-XGG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-paraguai-home-2026,"Camisa Paraguai Home 2026 | Copa do Mundo","<p>Camisa oficial Camisa Paraguai Home 2026 | Copa do Mundo. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Selecoes Copa 2026,"copa-2026,selecoes,paraguai,america-do-sul",TRUE,Tamanho,P,CAMISA-PARAGUAI-HOME-2026-P,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-paraguai-home-2026,,,,,,,,M,CAMISA-PARAGUAI-HOME-2026-M,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-paraguai-home-2026,,,,,,,,G,CAMISA-PARAGUAI-HOME-2026-G,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-paraguai-home-2026,,,,,,,,GG,CAMISA-PARAGUAI-HOME-2026-GG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-paraguai-home-2026,,,,,,,,XGG,CAMISA-PARAGUAI-HOME-2026-XGG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-suica-home-2026,"Camisa Suica Home 2026 | Copa do Mundo","<p>Camisa oficial Camisa Suica Home 2026 | Copa do Mundo. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Selecoes Copa 2026,"copa-2026,selecoes,suica,europa",TRUE,Tamanho,P,CAMISA-SUICA-HOME-2026-P,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-suica-home-2026,,,,,,,,M,CAMISA-SUICA-HOME-2026-M,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-suica-home-2026,,,,,,,,G,CAMISA-SUICA-HOME-2026-G,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-suica-home-2026,,,,,,,,GG,CAMISA-SUICA-HOME-2026-GG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-suica-home-2026,,,,,,,,XGG,CAMISA-SUICA-HOME-2026-XGG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-dinamarca-home-2026,"Camisa Dinamarca Home 2026 | Copa do Mundo","<p>Camisa oficial Camisa Dinamarca Home 2026 | Copa do Mundo. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Selecoes Copa 2026,"copa-2026,selecoes,dinamarca,europa",TRUE,Tamanho,P,CAMISA-DINAMARCA-HOME-2026-P,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-dinamarca-home-2026,,,,,,,,M,CAMISA-DINAMARCA-HOME-2026-M,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-dinamarca-home-2026,,,,,,,,G,CAMISA-DINAMARCA-HOME-2026-G,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-dinamarca-home-2026,,,,,,,,GG,CAMISA-DINAMARCA-HOME-2026-GG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-dinamarca-home-2026,,,,,,,,XGG,CAMISA-DINAMARCA-HOME-2026-XGG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-australia-home-2026,"Camisa Australia Home 2026 | Copa do Mundo","<p>Camisa oficial Camisa Australia Home 2026 | Copa do Mundo. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Selecoes Copa 2026,"copa-2026,selecoes,australia",TRUE,Tamanho,P,CAMISA-AUSTRALIA-HOME-2026-P,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-australia-home-2026,,,,,,,,M,CAMISA-AUSTRALIA-HOME-2026-M,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-australia-home-2026,,,,,,,,G,CAMISA-AUSTRALIA-HOME-2026-G,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-australia-home-2026,,,,,,,,GG,CAMISA-AUSTRALIA-HOME-2026-GG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-australia-home-2026,,,,,,,,XGG,CAMISA-AUSTRALIA-HOME-2026-XGG,300,shopify,10,deny,manual,149.90,199.90,TRUE,TRUE,,,,active
camisa-flamengo-home-2526,"Camisa Flamengo Home 2025/26","<p>Camisa oficial Camisa Flamengo Home 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,flamengo,rio-de-janeiro",TRUE,Tamanho,P,CAMISA-FLAMENGO-HOME-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-flamengo-home-2526,,,,,,,,M,CAMISA-FLAMENGO-HOME-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-flamengo-home-2526,,,,,,,,G,CAMISA-FLAMENGO-HOME-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-flamengo-home-2526,,,,,,,,GG,CAMISA-FLAMENGO-HOME-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-flamengo-home-2526,,,,,,,,XGG,CAMISA-FLAMENGO-HOME-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-flamengo-away-2526,"Camisa Flamengo Away 2025/26","<p>Camisa oficial Camisa Flamengo Away 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,flamengo,rio-de-janeiro",TRUE,Tamanho,P,CAMISA-FLAMENGO-AWAY-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-flamengo-away-2526,,,,,,,,M,CAMISA-FLAMENGO-AWAY-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-flamengo-away-2526,,,,,,,,G,CAMISA-FLAMENGO-AWAY-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-flamengo-away-2526,,,,,,,,GG,CAMISA-FLAMENGO-AWAY-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-flamengo-away-2526,,,,,,,,XGG,CAMISA-FLAMENGO-AWAY-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-flamengo-third-2526,"Camisa Flamengo Third 2025/26","<p>Camisa oficial Camisa Flamengo Third 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,flamengo,rio-de-janeiro",TRUE,Tamanho,P,CAMISA-FLAMENGO-THIRD-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-flamengo-third-2526,,,,,,,,M,CAMISA-FLAMENGO-THIRD-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-flamengo-third-2526,,,,,,,,G,CAMISA-FLAMENGO-THIRD-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-flamengo-third-2526,,,,,,,,GG,CAMISA-FLAMENGO-THIRD-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-flamengo-third-2526,,,,,,,,XGG,CAMISA-FLAMENGO-THIRD-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-corinthians-home-2526,"Camisa Corinthians Home 2025/26","<p>Camisa oficial Camisa Corinthians Home 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,corinthians,sao-paulo",TRUE,Tamanho,P,CAMISA-CORINTHIANS-HOME-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-corinthians-home-2526,,,,,,,,M,CAMISA-CORINTHIANS-HOME-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-corinthians-home-2526,,,,,,,,G,CAMISA-CORINTHIANS-HOME-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-corinthians-home-2526,,,,,,,,GG,CAMISA-CORINTHIANS-HOME-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-corinthians-home-2526,,,,,,,,XGG,CAMISA-CORINTHIANS-HOME-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-corinthians-away-2526,"Camisa Corinthians Away 2025/26","<p>Camisa oficial Camisa Corinthians Away 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,corinthians,sao-paulo",TRUE,Tamanho,P,CAMISA-CORINTHIANS-AWAY-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-corinthians-away-2526,,,,,,,,M,CAMISA-CORINTHIANS-AWAY-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-corinthians-away-2526,,,,,,,,G,CAMISA-CORINTHIANS-AWAY-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-corinthians-away-2526,,,,,,,,GG,CAMISA-CORINTHIANS-AWAY-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-corinthians-away-2526,,,,,,,,XGG,CAMISA-CORINTHIANS-AWAY-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-palmeiras-home-2526,"Camisa Palmeiras Home 2025/26","<p>Camisa oficial Camisa Palmeiras Home 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,palmeiras,sao-paulo",TRUE,Tamanho,P,CAMISA-PALMEIRAS-HOME-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-palmeiras-home-2526,,,,,,,,M,CAMISA-PALMEIRAS-HOME-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-palmeiras-home-2526,,,,,,,,G,CAMISA-PALMEIRAS-HOME-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-palmeiras-home-2526,,,,,,,,GG,CAMISA-PALMEIRAS-HOME-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-palmeiras-home-2526,,,,,,,,XGG,CAMISA-PALMEIRAS-HOME-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-palmeiras-away-2526,"Camisa Palmeiras Away 2025/26","<p>Camisa oficial Camisa Palmeiras Away 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,palmeiras,sao-paulo",TRUE,Tamanho,P,CAMISA-PALMEIRAS-AWAY-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-palmeiras-away-2526,,,,,,,,M,CAMISA-PALMEIRAS-AWAY-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-palmeiras-away-2526,,,,,,,,G,CAMISA-PALMEIRAS-AWAY-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-palmeiras-away-2526,,,,,,,,GG,CAMISA-PALMEIRAS-AWAY-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-palmeiras-away-2526,,,,,,,,XGG,CAMISA-PALMEIRAS-AWAY-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-sao-paulo-home-2526,"Camisa Sao Paulo Home 2025/26","<p>Camisa oficial Camisa Sao Paulo Home 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,sao-paulo,tricolor",TRUE,Tamanho,P,CAMISA-SAO-PAULO-HOME-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-sao-paulo-home-2526,,,,,,,,M,CAMISA-SAO-PAULO-HOME-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-sao-paulo-home-2526,,,,,,,,G,CAMISA-SAO-PAULO-HOME-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-sao-paulo-home-2526,,,,,,,,GG,CAMISA-SAO-PAULO-HOME-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-sao-paulo-home-2526,,,,,,,,XGG,CAMISA-SAO-PAULO-HOME-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-sao-paulo-away-2526,"Camisa Sao Paulo Away 2025/26","<p>Camisa oficial Camisa Sao Paulo Away 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,sao-paulo,tricolor",TRUE,Tamanho,P,CAMISA-SAO-PAULO-AWAY-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-sao-paulo-away-2526,,,,,,,,M,CAMISA-SAO-PAULO-AWAY-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-sao-paulo-away-2526,,,,,,,,G,CAMISA-SAO-PAULO-AWAY-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-sao-paulo-away-2526,,,,,,,,GG,CAMISA-SAO-PAULO-AWAY-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-sao-paulo-away-2526,,,,,,,,XGG,CAMISA-SAO-PAULO-AWAY-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-botafogo-home-2526,"Camisa Botafogo Home 2025/26","<p>Camisa oficial Camisa Botafogo Home 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,botafogo,rio-de-janeiro",TRUE,Tamanho,P,CAMISA-BOTAFOGO-HOME-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-botafogo-home-2526,,,,,,,,M,CAMISA-BOTAFOGO-HOME-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-botafogo-home-2526,,,,,,,,G,CAMISA-BOTAFOGO-HOME-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-botafogo-home-2526,,,,,,,,GG,CAMISA-BOTAFOGO-HOME-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-botafogo-home-2526,,,,,,,,XGG,CAMISA-BOTAFOGO-HOME-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-botafogo-away-2526,"Camisa Botafogo Away 2025/26","<p>Camisa oficial Camisa Botafogo Away 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,botafogo,rio-de-janeiro",TRUE,Tamanho,P,CAMISA-BOTAFOGO-AWAY-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-botafogo-away-2526,,,,,,,,M,CAMISA-BOTAFOGO-AWAY-2526-M,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-botafogo-away-2526,,,,,,,,G,CAMISA-BOTAFOGO-AWAY-2526-G,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-botafogo-away-2526,,,,,,,,GG,CAMISA-BOTAFOGO-AWAY-2526-GG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-botafogo-away-2526,,,,,,,,XGG,CAMISA-BOTAFOGO-AWAY-2526-XGG,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
camisa-vasco-home-2526,"Camisa Vasco da Gama Home 2025/26","<p>Camisa oficial Camisa Vasco da Gama Home 2025/26. Tecido dry-fit de alta performance, perfeito para usar no dia a dia ou torcer pelo seu time. Disponivel nos tamanhos P, M, G, GG e XGG.</p>",Manto dos Craques,Clubes Brasileiros,"clubes-brasileiros,vasco,rio-de-janeiro",TRUE,Tamanho,P,CAMISA-VASCO-HOME-2526-P,300,shopify,10,deny,manual,129.90,179.90,TRUE,TRUE,,,,active
