Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
bermuda-basquete-lakers-roxa,,,,,,,Tamanho,G,BERMUDA-BASQUETE-LAKERS-ROXA-G,3,deny,manual,119.99,TRUE,TRUE,,,,
bermuda-basquete-lakers-roxa,,,,,,,Tamanho,GG,BERMUDA-BASQUETE-LAKERS-ROXA-GG,3,deny,manual,119.99,TRUE,TRUE,,,,
bermuda-basquete-lakers-dourada,Bermuda Basquete Lakers Dourada,"<p>Bermuda de basquete NBA Los Angeles Lakers, dourada com detalhes roxo e branco.</p>",Nike,Bermuda,"bermuda,nike,streetwear,bermudas-calcas",TRUE,Tamanho,P,BERMUDA-BASQUETE-LAKERS-DOURADA-P,3,deny,manual,119.99,TRUE,TRUE,,1,Bermuda Basquete Lakers Dourada,active
bermuda-basquete-lakers-dourada,,,,,,,Tamanho,M,BERMUDA-BASQUETE-LAKERS-DOURADA-M,3,deny,manual,119.99,TRUE,TRUE,,,,
bermuda-basquete-lakers-dourada,,,,,,,Tamanho,G,BERMUDA-BASQUETE-LAKERS-DOURADA-G,3,deny,manual,119.99,TRUE,TRUE,,,,
bermuda-basquete-lakers-dourada,,,,,,,Tamanho,GG,BERMUDA-BASQUETE-LAKERS-DOURADA-GG,3,deny,manual,119.99,TRUE,TRUE,,,,
bermuda-basquete-jordan-jumpman-preta,Bermuda Basquete Jordan Jumpman Preta,<p>Bermuda de basquete Jordan Jumpman preta com detalhes brancos.</p>,Jordan,Bermuda,"bermuda,jordan,streetwear,bermudas-calcas",TRUE,Tamanho,P,BERMUDA-BASQUETE-JORDAN-JUMPMAN-PRETA-P,3,deny,manual,119.99,TRUE,TRUE,,1,Bermuda Basquete Jordan Jumpman Preta,active
bermuda-basquete-jordan-jumpman-preta,,,,,,,Tamanho,M,BERMUDA-BASQUETE-JORDAN-JUMPMAN-PRETA-M,3,deny,manual,119.99,TRUE,TRUE,,,,
bermuda-basquete-jordan-jumpman-preta,,,,,,,Tamanho,G,BERMUDA-BASQUETE-JORDAN-JUMPMAN-PRETA-G,3,deny,manual,119.99,TRUE,TRUE,,,,
bermuda-basquete-jordan-jumpman-preta,,,,,,,Tamanho,GG,BERMUDA-BASQUETE-JORDAN-JUMPMAN-PRETA-GG,3,deny,manual,119.99,TRUE,TRUE,,,,
bermuda-basquete-jordan-jumpman-branca,Bermuda Basquete Jordan Jumpman Branca,<p>Bermuda de basquete Jordan Jumpman branca com detalhes pretos.</p>,Jordan,Bermuda,"bermuda,jordan,streetwear,bermudas-calcas",TRUE,Tamanho,P,BERMUDA-BASQUETE-JORDAN-JUMPMAN-BRANCA-P,3,deny,manual,119.99,TRUE,TRUE,,1,Bermuda Basquete Jordan Jumpman Branca,active
bermuda-basquete-jordan-jumpman-branca,,,,,,,Tamanho,M,BERMUDA-BASQUETE-JORDAN-JUMPMAN-BRANCA-M,3,deny,manual,119.99,TRUE,TRUE,,,,
bermuda-basquete-jordan-jumpman-branca,,,,,,,Tamanho,G,BERMUDA-BASQUETE-JORDAN-JUMPMAN-BRANCA-G,3,deny,manual,119.99,TRUE,TRUE,,,,
bermuda-basquete-jordan-jumpman-branca,,,,,,,Tamanho,GG,BERMUDA-BASQUETE-JORDAN-JUMPMAN-BRANCA-GG,3,deny,manual,119.99,TRUE,TRUE,,,,
bermuda-pixa-in,Bermuda Balão Pixa In,<p>Bermuda balão jeans linha Pixa In.</p>,Pixa In,Bermuda,"bermuda,pixa-in,streetwear,bermudas-calcas,preco-a-confirmar",TRUE,Tamanho,38,BERMUDA-PIXA-IN-38,3,deny,manual,220.00,TRUE,TRUE,,1,Bermuda Balão Pixa In,active
bermuda-pixa-in,,,,,,,Tamanho,40,BERMUDA-PIXA-IN-40,3,deny,manual,220.00,TRUE,TRUE,,,,
bermuda-pixa-in,,,,,,,Tamanho,42,BERMUDA-PIXA-IN-42,3,deny,manual,220.00,TRUE,TRUE,,,,
bermuda-pixa-in,,,,,,,Tamanho,44,BERMUDA-PIXA-IN-44,3,deny,manual,220.00,TRUE,TRUE,,,,
bermuda-pixa-in,,,,,,,Tamanho,46,BERMUDA-PIXA-IN-46,3,deny,manual,220.00,TRUE,TRUE,,,,
bermuda-pixa-in,,,,,,,Tamanho,48,BERMUDA-PIXA-IN-48,3,deny,manual,220.00,TRUE,TRUE,,,,
bermuda-pixa-in,,,,,,,Tamanho,50,BERMUDA-PIXA-IN-50,3,deny,manual,220.00,TRUE,TRUE,,,,
bombojaco-infantil-gangster-marrom,Bombojaco Infantil Gangster Marrom,"<p>Bombojaco infantil Gangster marrom com faixa bege (04 a 08 anos), patch de borracha ""Gangster"".</p>",Gangster,Jaqueta,"jaqueta,gangster,streetwear,infantil",TRUE,Tamanho,4,BOMBOJACO-INFANTIL-GANGSTER-MARROM-4,3,deny,manual,199.99,TRUE,TRUE,,1,Bombojaco Infantil Gangster Marrom,active
bombojaco-infantil-gangster-marrom,,,,,,,Tamanho,6,BOMBOJACO-INFANTIL-GANGSTER-MARROM-6,3,deny,manual,199.99,TRUE,TRUE,,,,
bombojaco-infantil-gangster-marrom,,,,,,,Tamanho,8,BOMBOJACO-INFANTIL-GANGSTER-MARROM-8,3,deny,manual,199.99,TRUE,TRUE,,,,
bombojaco-infantil-gangster-azul-marinho,Bombojaco Infantil Gangster Azul-Marinho,"<p>Bombojaco infantil Gangster azul-marinho com faixa oliva (04 a 08 anos), patch de borracha ""Gangster"".</p>",Gangster,Jaqueta,"jaqueta,gangster,streetwear,infantil",TRUE,Tamanho,4,BOMBOJACO-INFANTIL-GANGSTER-AZUL-MARINHO-4,3,deny,manual,199.99,TRUE,TRUE,,1,Bombojaco Infantil Gangster Azul-Marinho,active
bombojaco-infantil-gangster-azul-marinho,,,,,,,Tamanho,6,BOMBOJACO-INFANTIL-GANGSTER-AZUL-MARINHO-6,3,deny,manual,199.99,TRUE,TRUE,,,,
bombojaco-infantil-gangster-azul-marinho,,,,,,,Tamanho,8,BOMBOJACO-INFANTIL-GANGSTER-AZUL-MARINHO-8,3,deny,manual,199.99,TRUE,TRUE,,,,
moletom-gangster-vinho,Moletom Infantil Gangster Vinho,"<p>Moletom infantil Gangster em tecido texturado, cor vinho (04 a 16 anos).</p>",Gangster,Moletom,"moletom,gangster,streetwear,infantil",TRUE,Tamanho,4,MOLETOM-GANGSTER-VINHO-4,3,deny,manual,149.99,TRUE,TRUE,,1,Moletom Infantil Gangster Vinho,active
moletom-gangster-vinho,,,,,,,Tamanho,6,MOLETOM-GANGSTER-VINHO-6,3,deny,manual,149.99,TRUE,TRUE,,,,
moletom-gangster-vinho,,,,,,,Tamanho,8,MOLETOM-GANGSTER-VINHO-8,3,deny,manual,149.99,TRUE,TRUE,,,,
moletom-gangster-vinho,,,,,,,Tamanho,10,MOLETOM-GANGSTER-VINHO-10,3,deny,manual,149.99,TRUE,TRUE,,,,
moletom-gangster-vinho,,,,,,,Tamanho,12,MOLETOM-GANGSTER-VINHO-12,3,deny,manual,149.99,TRUE,TRUE,,,,
moletom-gangster-vinho,,,,,,,Tamanho,14,MOLETOM-GANGSTER-VINHO-14,3,deny,manual,149.99,TRUE,TRUE,,,,
moletom-gangster-vinho,,,,,,,Tamanho,16,MOLETOM-GANGSTER-VINHO-16,3,deny,manual,149.99,TRUE,TRUE,,,,
moletom-infantil-gangster-azul-marinho,Moletom Infantil Gangster Azul-Marinho,"<p>Moletom infantil Gangster bicolor azul-marinho/caramelo (10 a 16 anos), patch cursivo ""Gangster"".</p>",Gangster,Moletom,"moletom,gangster,streetwear,infantil",TRUE,Tamanho,10,MOLETOM-INFANTIL-GANGSTER-AZUL-MARINHO-10,3,deny,manual,149.99,TRUE,TRUE,,1,Moletom Infantil Gangster Azul-Marinho,active
moletom-infantil-gangster-azul-marinho,,,,,,,Tamanho,12,MOLETOM-INFANTIL-GANGSTER-AZUL-MARINHO-12,3,deny,manual,149.99,TRUE,TRUE,,,,
moletom-infantil-gangster-azul-marinho,,,,,,,Tamanho,14,MOLETOM-INFANTIL-GANGSTER-AZUL-MARINHO-14,3,deny,manual,149.99,TRUE,TRUE,,,,
moletom-infantil-gangster-azul-marinho,,,,,,,Tamanho,16,MOLETOM-INFANTIL-GANGSTER-AZUL-MARINHO-16,3,deny,manual,149.99,TRUE,TRUE,,,,
bone-lacoste-roxo,Boné Lacoste Roxo,"<p>Boné Lacoste roxo, aba com friso branco e patch bordado do jacaré.</p>",Lacoste,Boné,"boné,lacoste,streetwear,bones",TRUE,Tamanho,Único,BONE-LACOSTE-ROXO-Único,3,deny,manual,59.99,TRUE,TRUE,,1,Boné Lacoste Roxo,active
bone-quiksilver-caramelo,Boné Quiksilver Caramelo Listrado,"<p>Boné Quiksilver caramelo com bordado listrado colorido e logo ""Quiksilver"".</p>",Quiksilver,Boné,"boné,quiksilver,streetwear,bones",TRUE,Tamanho,Único,BONE-QUIKSILVER-CARAMELO-Único,3,deny,manual,59.99,TRUE,TRUE,,1,Boné Quiksilver Caramelo Listrado,active
bone-quiksilver-preto-onda,Boné Quiksilver Preto Onda,"<p>Boné Quiksilver preto com logo onda em contorno cinza e ""Silver"" em laranja.</p>",Quiksilver,Boné,"boné,quiksilver,streetwear,bones",TRUE,Tamanho,Único,BONE-QUIKSILVER-PRETO-ONDA-Único,3,deny,manual,59.99,TRUE,TRUE,,1,Boné Quiksilver Preto Onda,active
bone-quiksilver-laranja,Boné Quiksilver Laranja,"<p>Boné Quiksilver laranja com logo da montanha e ""Q"" bordados em preto.</p>",Quiksilver,Boné,"boné,quiksilver,streetwear,bones",TRUE,Tamanho,Único,BONE-QUIKSILVER-LARANJA-Único,3,deny,manual,59.99,TRUE,TRUE,,1,Boné Quiksilver Laranja,active
bone-quiksilver-quik-preto,Boné Quiksilver Quik Preto Limited Edition,"<p>Boné Quiksilver preto, estampa ""QUIK"" branca com contorno dourado, edição limitada.</p>",Quiksilver,Boné,"boné,quiksilver,streetwear,bones",TRUE,Tamanho,Único,BONE-QUIKSILVER-QUIK-PRETO-Único,3,deny,manual,59.99,TRUE,TRUE,,1,Boné Quiksilver Quik Preto Limited Edition,active
