Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Status,Image Src,Image Position,Image Alt Text
tottenham,,,,,,,,Tamanho,GG,tottenham-GG,179.90,100,deny,manual,TRUE,,,,
tottenham,,,,,,,,Tamanho,XG,tottenham-XG,179.90,100,deny,manual,TRUE,,,,
valladolid,Valladolid,"<p>Camisa Valladolid — modelo Fan. Coleção Europa. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Europa, Fan, Futebol",TRUE,Tamanho,P,valladolid-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\EUROPA\valladolid\imagem-principal.jpg,1,Valladolid
valladolid,,,,,,,,Tamanho,M,valladolid-M,179.90,100,deny,manual,TRUE,,,,
valladolid,,,,,,,,Tamanho,G,valladolid-G,179.90,100,deny,manual,TRUE,,,,
valladolid,,,,,,,,Tamanho,GG,valladolid-GG,179.90,100,deny,manual,TRUE,,,,
valladolid,,,,,,,,Tamanho,XG,valladolid-XG,179.90,100,deny,manual,TRUE,,,,
valencia,Valência,"<p>Camisa Valência — modelo Fan. Coleção Europa. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Europa, Fan, Futebol",TRUE,Tamanho,P,valencia-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\EUROPA\valencia\imagem-principal.jpg,1,Valência
valencia,,,,,,,,Tamanho,M,valencia-M,179.90,100,deny,manual,TRUE,,,,
valencia,,,,,,,,Tamanho,G,valencia-G,179.90,100,deny,manual,TRUE,,,,
valencia,,,,,,,,Tamanho,GG,valencia-GG,179.90,100,deny,manual,TRUE,,,,
valencia,,,,,,,,Tamanho,XG,valencia-XG,179.90,100,deny,manual,TRUE,,,,
villarreal,Villarreal,"<p>Camisa Villarreal — modelo Fan. Coleção Europa. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Europa, Fan, Futebol",TRUE,Tamanho,P,villarreal-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\EUROPA\villarreal\imagem-principal.jpg,1,Villarreal
villarreal,,,,,,,,Tamanho,M,villarreal-M,179.90,100,deny,manual,TRUE,,,,
villarreal,,,,,,,,Tamanho,G,villarreal-G,179.90,100,deny,manual,TRUE,,,,
villarreal,,,,,,,,Tamanho,GG,villarreal-GG,179.90,100,deny,manual,TRUE,,,,
villarreal,,,,,,,,Tamanho,XG,villarreal-XG,179.90,100,deny,manual,TRUE,,,,
west-ham,West Ham,"<p>Camisa West Ham — modelo Fan. Coleção Europa. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Europa, Fan, Futebol",TRUE,Tamanho,P,west-ham-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\EUROPA\west-ham\imagem-principal.jpg,1,West Ham
west-ham,,,,,,,,Tamanho,M,west-ham-M,179.90,100,deny,manual,TRUE,,,,
west-ham,,,,,,,,Tamanho,G,west-ham-G,179.90,100,deny,manual,TRUE,,,,
west-ham,,,,,,,,Tamanho,GG,west-ham-GG,179.90,100,deny,manual,TRUE,,,,
west-ham,,,,,,,,Tamanho,XG,west-ham-XG,179.90,100,deny,manual,TRUE,,,,
wolverhampton,Wolverhampton,"<p>Camisa Wolverhampton — modelo Fan. Coleção Europa. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Europa, Fan, Futebol",TRUE,Tamanho,P,wolverhampton-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\EUROPA\wolverhampton\imagem-principal.jpg,1,Wolverhampton
wolverhampton,,,,,,,,Tamanho,M,wolverhampton-M,179.90,100,deny,manual,TRUE,,,,
wolverhampton,,,,,,,,Tamanho,G,wolverhampton-G,179.90,100,deny,manual,TRUE,,,,
wolverhampton,,,,,,,,Tamanho,GG,wolverhampton-GG,179.90,100,deny,manual,TRUE,,,,
wolverhampton,,,,,,,,Tamanho,XG,wolverhampton-XG,179.90,100,deny,manual,TRUE,,,,
zaragoza,Zaragoza,"<p>Camisa Zaragoza — modelo Fan. Coleção Europa. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Europa, Fan, Futebol",TRUE,Tamanho,P,zaragoza-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\EUROPA\zaragoza\imagem-principal.jpg,1,Zaragoza
zaragoza,,,,,,,,Tamanho,M,zaragoza-M,179.90,100,deny,manual,TRUE,,,,
zaragoza,,,,,,,,Tamanho,G,zaragoza-G,179.90,100,deny,manual,TRUE,,,,
zaragoza,,,,,,,,Tamanho,GG,zaragoza-GG,179.90,100,deny,manual,TRUE,,,,
zaragoza,,,,,,,,Tamanho,XG,zaragoza-XG,179.90,100,deny,manual,TRUE,,,,
alemanha,Alemanha,"<p>Camisa Alemanha — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,alemanha-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\alemanha\imagem-principal.jpg,1,Alemanha
alemanha,,,,,,,,Tamanho,M,alemanha-M,179.90,100,deny,manual,TRUE,,,,
alemanha,,,,,,,,Tamanho,G,alemanha-G,179.90,100,deny,manual,TRUE,,,,
alemanha,,,,,,,,Tamanho,GG,alemanha-GG,179.90,100,deny,manual,TRUE,,,,
alemanha,,,,,,,,Tamanho,XG,alemanha-XG,179.90,100,deny,manual,TRUE,,,,
argelia,Argelia,"<p>Camisa Argelia — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,argelia-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\argelia\imagem-principal.jpg,1,Argelia
argelia,,,,,,,,Tamanho,M,argelia-M,179.90,100,deny,manual,TRUE,,,,
argelia,,,,,,,,Tamanho,G,argelia-G,179.90,100,deny,manual,TRUE,,,,
argelia,,,,,,,,Tamanho,GG,argelia-GG,179.90,100,deny,manual,TRUE,,,,
argelia,,,,,,,,Tamanho,XG,argelia-XG,179.90,100,deny,manual,TRUE,,,,
argentina,Argentina,"<p>Camisa Argentina — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,argentina-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\argentina\imagem-principal.jpg,1,Argentina
argentina,,,,,,,,Tamanho,M,argentina-M,179.90,100,deny,manual,TRUE,,,,
argentina,,,,,,,,Tamanho,G,argentina-G,179.90,100,deny,manual,TRUE,,,,
argentina,,,,,,,,Tamanho,GG,argentina-GG,179.90,100,deny,manual,TRUE,,,,
argentina,,,,,,,,Tamanho,XG,argentina-XG,179.90,100,deny,manual,TRUE,,,,
bayer-leverkusen,Bayer Leverkusen,"<p>Camisa Bayer Leverkusen — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,bayer-leverkusen-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\bayer-leverkusen\imagem-principal.jpg,1,Bayer Leverkusen
bayer-leverkusen,,,,,,,,Tamanho,M,bayer-leverkusen-M,179.90,100,deny,manual,TRUE,,,,
bayer-leverkusen,,,,,,,,Tamanho,G,bayer-leverkusen-G,179.90,100,deny,manual,TRUE,,,,
bayer-leverkusen,,,,,,,,Tamanho,GG,bayer-leverkusen-GG,179.90,100,deny,manual,TRUE,,,,
bayer-leverkusen,,,,,,,,Tamanho,XG,bayer-leverkusen-XG,179.90,100,deny,manual,TRUE,,,,
bayern-munique,Bayern Munique,"<p>Camisa Bayern Munique — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,bayern-munique-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\bayern-munique\imagem-principal.jpg,1,Bayern Munique
bayern-munique,,,,,,,,Tamanho,M,bayern-munique-M,179.90,100,deny,manual,TRUE,,,,
bayern-munique,,,,,,,,Tamanho,G,bayern-munique-G,179.90,100,deny,manual,TRUE,,,,
bayern-munique,,,,,,,,Tamanho,GG,bayern-munique-GG,179.90,100,deny,manual,TRUE,,,,
bayern-munique,,,,,,,,Tamanho,XG,bayern-munique-XG,179.90,100,deny,manual,TRUE,,,,
borussia-dortmund,Borussia Dortmund,"<p>Camisa Borussia Dortmund — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,borussia-dortmund-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\borussia-dortmund\imagem-principal.jpg,1,Borussia Dortmund
borussia-dortmund,,,,,,,,Tamanho,M,borussia-dortmund-M,179.90,100,deny,manual,TRUE,,,,
borussia-dortmund,,,,,,,,Tamanho,G,borussia-dortmund-G,179.90,100,deny,manual,TRUE,,,,
borussia-dortmund,,,,,,,,Tamanho,GG,borussia-dortmund-GG,179.90,100,deny,manual,TRUE,,,,
borussia-dortmund,,,,,,,,Tamanho,XG,borussia-dortmund-XG,179.90,100,deny,manual,TRUE,,,,
borussia-monchengladbach,Borussia Monchengladbach,"<p>Camisa Borussia Monchengladbach — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,borussia-monchengladbach-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\borussia-monchengladbach\imagem-principal.jpeg,1,Borussia Monchengladbach
borussia-monchengladbach,,,,,,,,Tamanho,M,borussia-monchengladbach-M,179.90,100,deny,manual,TRUE,,,,
borussia-monchengladbach,,,,,,,,Tamanho,G,borussia-monchengladbach-G,179.90,100,deny,manual,TRUE,,,,
borussia-monchengladbach,,,,,,,,Tamanho,GG,borussia-monchengladbach-GG,179.90,100,deny,manual,TRUE,,,,
borussia-monchengladbach,,,,,,,,Tamanho,XG,borussia-monchengladbach-XG,179.90,100,deny,manual,TRUE,,,,
brasil,Brasil,"<p>Camisa Brasil — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,brasil-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\brasil\imagem-principal.jpg,1,Brasil
brasil,,,,,,,,Tamanho,M,brasil-M,179.90,100,deny,manual,TRUE,,,,
brasil,,,,,,,,Tamanho,G,brasil-G,179.90,100,deny,manual,TRUE,,,,
brasil,,,,,,,,Tamanho,GG,brasil-GG,179.90,100,deny,manual,TRUE,,,,
brasil,,,,,,,,Tamanho,XG,brasil-XG,179.90,100,deny,manual,TRUE,,,,
belgica,Bélgica,"<p>Camisa Bélgica — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,belgica-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\belgica\imagem-principal.jpg,1,Bélgica
belgica,,,,,,,,Tamanho,M,belgica-M,179.90,100,deny,manual,TRUE,,,,
belgica,,,,,,,,Tamanho,G,belgica-G,179.90,100,deny,manual,TRUE,,,,
belgica,,,,,,,,Tamanho,GG,belgica-GG,179.90,100,deny,manual,TRUE,,,,
belgica,,,,,,,,Tamanho,XG,belgica-XG,179.90,100,deny,manual,TRUE,,,,
camaroes,Camarões,"<p>Camisa Camarões — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,camaroes-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\camaroes\imagem-principal.jpg,1,Camarões
camaroes,,,,,,,,Tamanho,M,camaroes-M,179.90,100,deny,manual,TRUE,,,,
camaroes,,,,,,,,Tamanho,G,camaroes-G,179.90,100,deny,manual,TRUE,,,,
camaroes,,,,,,,,Tamanho,GG,camaroes-GG,179.90,100,deny,manual,TRUE,,,,
camaroes,,,,,,,,Tamanho,XG,camaroes-XG,179.90,100,deny,manual,TRUE,,,,
chile,Chile,"<p>Camisa Chile — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,chile-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\chile\imagem-principal.jpg,1,Chile
chile,,,,,,,,Tamanho,M,chile-M,179.90,100,deny,manual,TRUE,,,,
chile,,,,,,,,Tamanho,G,chile-G,179.90,100,deny,manual,TRUE,,,,
chile,,,,,,,,Tamanho,GG,chile-GG,179.90,100,deny,manual,TRUE,,,,
chile,,,,,,,,Tamanho,XG,chile-XG,179.90,100,deny,manual,TRUE,,,,
colombia,Colômbia,"<p>Camisa Colômbia — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,colombia-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\colombia\imagem-principal.jpg,1,Colômbia
colombia,,,,,,,,Tamanho,M,colombia-M,179.90,100,deny,manual,TRUE,,,,
colombia,,,,,,,,Tamanho,G,colombia-G,179.90,100,deny,manual,TRUE,,,,
colombia,,,,,,,,Tamanho,GG,colombia-GG,179.90,100,deny,manual,TRUE,,,,
colombia,,,,,,,,Tamanho,XG,colombia-XG,179.90,100,deny,manual,TRUE,,,,
colonia,Colônia,"<p>Camisa Colônia — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,colonia-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\colonia\imagem-principal.jpg,1,Colônia
colonia,,,,,,,,Tamanho,M,colonia-M,179.90,100,deny,manual,TRUE,,,,
colonia,,,,,,,,Tamanho,G,colonia-G,179.90,100,deny,manual,TRUE,,,,
colonia,,,,,,,,Tamanho,GG,colonia-GG,179.90,100,deny,manual,TRUE,,,,
colonia,,,,,,,,Tamanho,XG,colonia-XG,179.90,100,deny,manual,TRUE,,,,
colonia-2,Colônia,"<p>Camisa Colônia — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,colonia-2-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\colonia\imagem-principal.jpg,1,Colônia
colonia-2,,,,,,,,Tamanho,M,colonia-2-M,179.90,100,deny,manual,TRUE,,,,
colonia-2,,,,,,,,Tamanho,G,colonia-2-G,179.90,100,deny,manual,TRUE,,,,
colonia-2,,,,,,,,Tamanho,GG,colonia-2-GG,179.90,100,deny,manual,TRUE,,,,
colonia-2,,,,,,,,Tamanho,XG,colonia-2-XG,179.90,100,deny,manual,TRUE,,,,
coreia-do-sul,Coréia do Sul,"<p>Camisa Coréia do Sul — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,coreia-do-sul-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\coreia-do-sul\imagem-principal.jpg,1,Coréia do Sul
coreia-do-sul,,,,,,,,Tamanho,M,coreia-do-sul-M,179.90,100,deny,manual,TRUE,,,,
coreia-do-sul,,,,,,,,Tamanho,G,coreia-do-sul-G,179.90,100,deny,manual,TRUE,,,,
coreia-do-sul,,,,,,,,Tamanho,GG,coreia-do-sul-GG,179.90,100,deny,manual,TRUE,,,,
coreia-do-sul,,,,,,,,Tamanho,XG,coreia-do-sul-XG,179.90,100,deny,manual,TRUE,,,,
costa-do-marfim,Costa do Marfim,"<p>Camisa Costa do Marfim — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,costa-do-marfim-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\costa-do-marfim\imagem-principal.jpg,1,Costa do Marfim
costa-do-marfim,,,,,,,,Tamanho,M,costa-do-marfim-M,179.90,100,deny,manual,TRUE,,,,
costa-do-marfim,,,,,,,,Tamanho,G,costa-do-marfim-G,179.90,100,deny,manual,TRUE,,,,
costa-do-marfim,,,,,,,,Tamanho,GG,costa-do-marfim-GG,179.90,100,deny,manual,TRUE,,,,
costa-do-marfim,,,,,,,,Tamanho,XG,costa-do-marfim-XG,179.90,100,deny,manual,TRUE,,,,
croacia,Croácia,"<p>Camisa Croácia — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,croacia-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\croacia\imagem-principal.jpg,1,Croácia
croacia,,,,,,,,Tamanho,M,croacia-M,179.90,100,deny,manual,TRUE,,,,
croacia,,,,,,,,Tamanho,G,croacia-G,179.90,100,deny,manual,TRUE,,,,
croacia,,,,,,,,Tamanho,GG,croacia-GG,179.90,100,deny,manual,TRUE,,,,
croacia,,,,,,,,Tamanho,XG,croacia-XG,179.90,100,deny,manual,TRUE,,,,
egito,Egito,"<p>Camisa Egito — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,egito-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\egito\imagem-principal.jpg,1,Egito
egito,,,,,,,,Tamanho,M,egito-M,179.90,100,deny,manual,TRUE,,,,
egito,,,,,,,,Tamanho,G,egito-G,179.90,100,deny,manual,TRUE,,,,
egito,,,,,,,,Tamanho,GG,egito-GG,179.90,100,deny,manual,TRUE,,,,
egito,,,,,,,,Tamanho,XG,egito-XG,179.90,100,deny,manual,TRUE,,,,
eintracht-frankfurt,Eintracht Frankfurt,"<p>Camisa Eintracht Frankfurt — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,eintracht-frankfurt-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\eintracht-frankfurt\imagem-principal.jpg,1,Eintracht Frankfurt
eintracht-frankfurt,,,,,,,,Tamanho,M,eintracht-frankfurt-M,179.90,100,deny,manual,TRUE,,,,
eintracht-frankfurt,,,,,,,,Tamanho,G,eintracht-frankfurt-G,179.90,100,deny,manual,TRUE,,,,
eintracht-frankfurt,,,,,,,,Tamanho,GG,eintracht-frankfurt-GG,179.90,100,deny,manual,TRUE,,,,
eintracht-frankfurt,,,,,,,,Tamanho,XG,eintracht-frankfurt-XG,179.90,100,deny,manual,TRUE,,,,
equador,Equador,"<p>Camisa Equador — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,equador-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\equador\imagem-principal.jpg,1,Equador
equador,,,,,,,,Tamanho,M,equador-M,179.90,100,deny,manual,TRUE,,,,
equador,,,,,,,,Tamanho,G,equador-G,179.90,100,deny,manual,TRUE,,,,
equador,,,,,,,,Tamanho,GG,equador-GG,179.90,100,deny,manual,TRUE,,,,
equador,,,,,,,,Tamanho,XG,equador-XG,179.90,100,deny,manual,TRUE,,,,
escocia,Escócia,"<p>Camisa Escócia — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,escocia-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\escocia\imagem-principal.jpg,1,Escócia
escocia,,,,,,,,Tamanho,M,escocia-M,179.90,100,deny,manual,TRUE,,,,
escocia,,,,,,,,Tamanho,G,escocia-G,179.90,100,deny,manual,TRUE,,,,
escocia,,,,,,,,Tamanho,GG,escocia-GG,179.90,100,deny,manual,TRUE,,,,
escocia,,,,,,,,Tamanho,XG,escocia-XG,179.90,100,deny,manual,TRUE,,,,
espanha,Espanha,"<p>Camisa Espanha — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,espanha-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\espanha\imagem-principal.jpg,1,Espanha
espanha,,,,,,,,Tamanho,M,espanha-M,179.90,100,deny,manual,TRUE,,,,
espanha,,,,,,,,Tamanho,G,espanha-G,179.90,100,deny,manual,TRUE,,,,
espanha,,,,,,,,Tamanho,GG,espanha-GG,179.90,100,deny,manual,TRUE,,,,
espanha,,,,,,,,Tamanho,XG,espanha-XG,179.90,100,deny,manual,TRUE,,,,
estados-unidos,Estados Unidos,"<p>Camisa Estados Unidos — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,estados-unidos-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\estados-unidos\imagem-principal.jpg,1,Estados Unidos
estados-unidos,,,,,,,,Tamanho,M,estados-unidos-M,179.90,100,deny,manual,TRUE,,,,
estados-unidos,,,,,,,,Tamanho,G,estados-unidos-G,179.90,100,deny,manual,TRUE,,,,
estados-unidos,,,,,,,,Tamanho,GG,estados-unidos-GG,179.90,100,deny,manual,TRUE,,,,
estados-unidos,,,,,,,,Tamanho,XG,estados-unidos-XG,179.90,100,deny,manual,TRUE,,,,
finlandia,Finlândia,"<p>Camisa Finlândia — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,finlandia-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\finlandia\imagem-principal.jpg,1,Finlândia
finlandia,,,,,,,,Tamanho,M,finlandia-M,179.90,100,deny,manual,TRUE,,,,
finlandia,,,,,,,,Tamanho,G,finlandia-G,179.90,100,deny,manual,TRUE,,,,
finlandia,,,,,,,,Tamanho,GG,finlandia-GG,179.90,100,deny,manual,TRUE,,,,
finlandia,,,,,,,,Tamanho,XG,finlandia-XG,179.90,100,deny,manual,TRUE,,,,
franca,França,"<p>Camisa França — modelo Fan. Coleção Seleções. Tecido de alta qualidade com tecnologia dry-fit. Disponível nos tamanhos P, M, G, GG e XG.</p>",Boleiro Store,Sporting Goods,Fan,"Fan, Futebol, Seleção, Seleções",TRUE,Tamanho,P,franca-P,179.90,100,deny,manual,TRUE,active,C:\Users\seven\MazyOS\saidas\shopify-produtos-2026\imagens\SELEÇÕES\franca\imagem-principal.jpg,1,França
franca,,,,,,,,Tamanho,M,franca-M,179.90,100,deny,manual,TRUE,,,,
franca,,,,,,,,Tamanho,G,franca-G,179.90,100,deny,manual,TRUE,,,,
franca,,,,,,,,Tamanho,GG,franca-GG,179.90,100,deny,manual,TRUE,,,,
franca,,,,,,,,Tamanho,XG,franca-XG,179.90,100,deny,manual,TRUE,,,,
